id,date_time,customer,product,volume,price,cost_price,predictive_price
111093,2020-07-04 00:00:00.000000,Wisoky Inc,Trachyph,510.717200797051,76.9025374321665,6.19884910037184,130.9895778121332
111094,2020-10-09 00:00:00.000000,Swift-Huel,Kobus de,96.6450311159715,48.1591613439773,6.93973063718652,56.861003554636795
111095,2020-09-26 00:00:00.000000,Haley and Sons,Certotri,30.2286734450608,15.8683706850191,2.29333679294935,40.32070865340776
111096,2020-11-10 00:00:00.000000,Haley and Sons,Chauna t,1348.10426494479,6.31921468595799,5.54484213422814,11.837232737615707
111097,2020-07-19 00:00:00.000000,Haley and Sons,Neotoma ,121.311954928562,10.013820222881,5.80564681377406,17.068053577834185
111098,2019-12-29 00:00:00.000000,"Feeney, Glover and Rath",Kobus de,248.543595189694,87.7298054951176,6.93973063718652,158.13351768818518
111099,2020-11-15 00:00:00.000000,Wintheiser LLC,Chauna t,1493.89286588598,5.5312346134779,5.54484213422814,8.615901686342363
111100,2020-08-16 00:00:00.000000,Wintheiser LLC,Eremophi,14787.2462906176,4.3628798915465,1.27604097108799,8.70322266336797
111101,2020-07-20 00:00:00.000000,Wintheiser LLC,Neotoma ,13310.6571857352,5.78851528000968,5.80564681377406,8.494911453085935
111102,2020-08-16 00:00:00.000000,Wintheiser LLC,Odocoile.1,4260.02436601836,13.2619255854323,5.15403117598209,22.925208720388493
111103,2020-08-16 00:00:00.000000,Wintheiser LLC,Sagittar,816.992905401625,9.43245628579127,5.50273237956261,16.21519898821279
111104,2020-11-15 00:00:00.000000,Wintheiser LLC,Trachyph,98.3462292524055,69.4947356870327,6.19884910037184,108.7045440077738
111105,2020-05-24 00:00:00.000000,Hayes LLC,Trachyph,326.760763262399,55.1685411622212,6.19884910037184,92.819063932795
111106,2020-02-29 00:00:00.000000,Fay-Kessler,Trachyph,32.5060654301196,55.8633632802844,6.19884910037184,102.07848919101156
111107,2020-11-03 00:00:00.000000,Shanahan LLC,Neotoma ,964.038567468524,7.86692985633456,5.80564681377406,10.488186544000792
111108,2020-06-12 00:00:00.000000,Buckridge LLC,Triclosa,1587.88000329863,12.273195822945,6.32358930187628,19.05497970302966
111109,2020-03-22 00:00:00.000000,Ernser-Adams,Certotri,4275.75610278547,10.0768942951374,2.29333679294935,16.697600154923055
111110,2020-03-22 00:00:00.000000,Ernser-Adams,Neotoma ,3635.2237444371,4.7939918963998,5.80564681377406,8.6163015818525
111111,2020-11-07 00:00:00.000000,Wehner and Sons,Certotri,6153.7875366658,26.3046270618141,2.29333679294935,40.56114877860911
111112,2020-07-13 00:00:00.000000,Wehner and Sons,Chauna t,382.655230753124,7.4763051380346,5.54484213422814,12.152065881002539
111113,2020-04-09 00:00:00.000000,Wehner and Sons,Kobus de,95.3112983796746,105.818702553564,6.93973063718652,156.55368790530164
111114,2020-07-13 00:00:00.000000,Wehner and Sons,Neotoma ,688.572483839467,8.26140924258097,5.80564681377406,14.383576470028778
111115,2020-11-21 00:00:00.000000,Bailey-Mosciski,Certotri,1809.68716558628,21.5729431217671,2.29333679294935,35.16408901171333
111116,2020-10-29 00:00:00.000000,Bailey-Mosciski,Chauna t,31.0826277239248,10.7264680394684,5.54484213422814,16.278791370751687
111117,2020-11-21 00:00:00.000000,Bailey-Mosciski,Neotoma ,3027.89772309922,11.2972120113223,5.80564681377406,16.470966976128075
111118,2020-08-07 00:00:00.000000,Bailey-Mosciski,Trachyph,771.601799055934,52.580118508153,6.19884910037184,109.9936153301737
111119,2020-07-31 00:00:00.000000,"Harris, Deckow and Gulgowski",liothyro,1678.15224900842,45.1157017275567,6.42013633977794,81.10026112694031
111120,2020-11-09 00:00:00.000000,"Harris, Deckow and Gulgowski",Trachyph,999.688444472849,49.1186940800905,6.19884910037184,87.92359308027184
111121,2020-04-30 00:00:00.000000,"Rau, Hirthe and Beatty",Kobus de,65.6227662675083,68.1212954457113,6.93973063718652,120.16518092307145
111122,2020-08-01 00:00:00.000000,"Rau, Hirthe and Beatty",Trachyph,67.6928574256599,70.0752220371656,6.19884910037184,106.15823773279934
111123,2020-10-16 00:00:00.000000,VonRueden Group,Kobus de,380.332160093123,72.6295283468279,6.93973063718652,122.90920280667949
